Product_id,date,opening_stock,Units Sold,clossing_stock,restock_quantity,store_id
P0002,27-02-23,111,64,47,0,S004
P0003,27-02-23,111,38,73,0,S004
P0004,27-02-23,497,60,437,0,S004
P0005,27-02-23,190,147,43,119,S004
P0006,27-02-23,199,69,130,0,S004
P0007,27-02-23,540,60,480,0,S004
P0008,27-02-23,98,14,84,0,S004
P0009,27-02-23,380,78,302,360,S004
P0010,27-02-23,244,49,195,0,S004
P0011,27-02-23,240,104,136,0,S004
P0012,27-02-23,74,48,26,54,S004
P0013,27-02-23,540,71,469,0,S004
P0014,27-02-23,150,63,87,92,S004
P0015,27-02-23,258,48,210,0,S004
P0016,27-02-23,47,46,1,95,S004
P0017,27-02-23,106,106,0,131,S004
P0018,27-02-23,92,18,74,0,S004
P0019,27-02-23,193,125,68,0,S004
P0020,27-02-23,84,16,68,0,S004
P0001,27-02-23,125,37,88,107,S005
P0002,27-02-23,274,35,239,0,S005
P0003,27-02-23,108,18,90,50,S005
P0004,27-02-23,114,44,70,75,S005
P0005,27-02-23,321,86,235,0,S005
P0006,27-02-23,743,81,662,0,S005
P0007,27-02-23,214,94,120,213,S005
P0008,27-02-23,138,131,7,102,S005
P0009,27-02-23,312,80,232,362,S005
P0010,27-02-23,319,96,223,383,S005
P0011,27-02-23,247,105,142,0,S005
P0012,27-02-23,154,71,83,245,S005
P0013,27-02-23,336,144,192,399,S005
P0014,27-02-23,172,46,126,156,S005
P0015,27-02-23,372,64,308,0,S005
P0016,27-02-23,147,16,131,0,S005
P0017,27-02-23,123,31,92,0,S005
P0018,27-02-23,231,115,116,0,S005
P0019,27-02-23,107,48,59,83,S005
P0020,27-02-23,105,10,95,0,S005
P0001,28-02-23,263,44,219,0,S001
P0002,28-02-23,170,170,0,162,S001
P0003,28-02-23,237,76,161,0,S001
P0004,28-02-23,162,102,60,145,S001
P0005,28-02-23,86,84,2,0,S001
P0006,28-02-23,109,35,74,0,S001
P0007,28-02-23,93,91,2,0,S001
P0008,28-02-23,110,44,66,0,S001
P0009,28-02-23,198,90,108,128,S001
P0010,28-02-23,152,19,133,0,S001
P0011,28-02-23,112,16,96,0,S001
P0012,28-02-23,187,104,83,182,S001
P0013,28-02-23,111,26,85,0,S001
P0014,28-02-23,291,85,206,0,S001
P0015,28-02-23,79,29,50,50,S001
P0016,28-02-23,318,56,262,0,S001
P0017,28-02-23,65,23,42,0,S001
P0018,28-02-23,143,33,110,0,S001
P0019,28-02-23,61,60,1,52,S001
P0020,28-02-23,557,24,533,0,S001
P0001,28-02-23,194,27,167,0,S002
P0002,28-02-23,209,36,173,0,S002
P0003,28-02-23,510,92,418,0,S002
P0004,28-02-23,433,147,286,397,S002
P0005,28-02-23,271,62,209,0,S002
P0006,28-02-23,101,88,13,117,S002
P0007,28-02-23,220,38,182,0,S002
P0008,28-02-23,178,68,110,0,S002
P0009,28-02-23,188,51,137,150,S002
P0010,28-02-23,133,97,36,141,S002
P0011,28-02-23,136,29,107,0,S002
P0012,28-02-23,300,72,228,0,S002
P0013,28-02-23,227,36,191,0,S002
P0014,28-02-23,380,42,338,0,S002
P0015,28-02-23,334,65,269,347,S002
P0016,28-02-23,129,129,0,0,S002
P0017,28-02-23,134,5,129,0,S002
P0018,28-02-23,156,140,16,147,S002
P0019,28-02-23,580,140,440,452,S002
P0020,28-02-23,190,52,138,205,S002
P0001,28-02-23,142,35,107,0,S003
P0002,28-02-23,330,43,287,0,S003
P0003,28-02-23,108,63,45,78,S003
P0004,28-02-23,518,73,445,0,S003
P0005,28-02-23,320,18,302,0,S003
P0006,28-02-23,91,12,79,50,S003
P0007,28-02-23,359,30,329,0,S003
P0008,28-02-23,349,56,293,0,S003
P0009,28-02-23,83,83,0,185,S003
P0010,28-02-23,200,32,168,0,S003
P0011,28-02-23,131,80,51,0,S003
P0012,28-02-23,138,95,43,146,S003
P0013,28-02-23,455,73,382,0,S003
P0014,28-02-23,499,81,418,0,S003
P0015,28-02-23,205,80,125,0,S003
P0016,28-02-23,106,70,36,173,S003
P0017,28-02-23,435,25,410,0,S003
P0018,28-02-23,290,38,252,260,S003
P0019,28-02-23,89,45,44,60,S003
P0020,28-02-23,109,109,0,0,S003
P0001,28-02-23,451,49,402,0,S004
P0002,28-02-23,207,51,156,0,S004
P0003,28-02-23,173,31,142,0,S004
P0004,28-02-23,437,112,325,0,S004
P0005,28-02-23,162,57,105,0,S004
P0006,28-02-23,130,58,72,140,S004
P0007,28-02-23,480,123,357,0,S004
P0008,28-02-23,84,21,63,0,S004
P0009,28-02-23,302,83,219,0,S004
P0010,28-02-23,195,34,161,0,S004
P0011,28-02-23,136,71,65,0,S004
P0012,28-02-23,80,30,50,0,S004
P0013,28-02-23,469,97,372,0,S004
P0014,28-02-23,87,39,48,0,S004
P0015,28-02-23,210,4,206,0,S004
P0016,28-02-23,93,30,63,0,S004
P0017,28-02-23,131,56,75,0,S004
P0018,28-02-23,74,30,44,50,S004
P0019,28-02-23,68,56,12,90,S004
P0020,28-02-23,179,23,156,0,S004
P0001,28-02-23,88,88,0,192,S005
P0002,28-02-23,239,40,199,0,S005
P0003,28-02-23,140,50,90,50,S005
P0004,28-02-23,145,117,28,117,S005
P0005,28-02-23,235,51,184,0,S005
P0006,28-02-23,662,77,585,0,S005
P0007,28-02-23,120,75,45,0,S005
P0008,28-02-23,109,106,3,93,S005
P0009,28-02-23,232,44,188,0,S005
P0010,28-02-23,223,23,200,0,S005
P0011,28-02-23,450,29,421,0,S005
P0012,28-02-23,281,20,261,0,S005
P0013,28-02-23,192,73,119,0,S005
P0014,28-02-23,126,84,42,248,S005
P0015,28-02-23,308,67,241,0,S005
P0016,28-02-23,131,12,119,0,S005
P0017,28-02-23,92,6,86,0,S005
P0018,28-02-23,116,116,0,208,S005
P0019,28-02-23,59,44,15,0,S005
P0020,28-02-23,95,29,66,50,S005
P0001,01-03-23,219,148,71,370,S001
P0002,01-03-23,162,162,0,185,S001
P0003,01-03-23,161,80,81,0,S001
P0004,01-03-23,60,60,0,208,S001
P0005,01-03-23,369,150,219,672,S001
P0006,01-03-23,223,145,78,673,S001
P0007,01-03-23,726,129,597,0,S001
P0008,01-03-23,66,66,0,123,S001
P0009,01-03-23,236,72,164,0,S001
P0010,01-03-23,133,54,79,0,S001
P0011,01-03-23,165,66,99,163,S001
P0012,01-03-23,83,83,0,235,S001
P0013,01-03-23,85,55,30,57,S001
P0014,01-03-23,206,150,56,0,S001
P0015,01-03-23,100,100,0,192,S001
P0016,01-03-23,262,138,124,512,S001
P0017,01-03-23,42,42,0,89,S001
P0018,01-03-23,110,91,19,100,S001
P0019,01-03-23,53,53,0,107,S001
P0020,01-03-23,533,102,431,0,S001
P0001,01-03-23,167,134,33,327,S002
P0002,01-03-23,173,173,0,325,S002
P0003,01-03-23,418,65,353,0,S002
P0004,01-03-23,286,110,176,0,S002
P0005,01-03-23,527,97,430,0,S002
P0006,01-03-23,130,79,51,90,S002
P0007,01-03-23,182,162,20,505,S002
P0008,01-03-23,110,69,41,73,S002
P0009,01-03-23,137,137,0,244,S002
P0010,01-03-23,177,61,116,0,S002
P0011,01-03-23,360,68,292,0,S002
P0012,01-03-23,228,77,151,0,S002
P0013,01-03-23,191,107,84,0,S002
P0014,01-03-23,338,144,194,538,S002
P0015,01-03-23,269,109,160,779,S002
P0016,01-03-23,364,126,238,0,S002
P0017,01-03-23,129,117,12,302,S002
P0018,01-03-23,163,64,99,0,S002
P0019,01-03-23,440,69,371,0,S002
P0020,01-03-23,138,39,99,0,S002
P0001,01-03-23,107,107,0,379,S003
P0002,01-03-23,287,69,218,366,S003
P0003,01-03-23,123,80,43,86,S003
P0004,01-03-23,445,93,352,0,S003
P0005,01-03-23,302,76,226,268,S003
P0006,01-03-23,129,103,26,146,S003
P0007,01-03-23,329,108,221,622,S003
P0008,01-03-23,293,77,216,0,S003
P0009,01-03-23,185,50,135,0,S003
P0010,01-03-23,168,34,134,0,S003
P0011,01-03-23,174,106,68,239,S003
P0012,01-03-23,43,43,0,176,S003
P0013,01-03-23,382,79,303,0,S003
P0014,01-03-23,418,111,307,361,S003
P0015,01-03-23,125,125,0,460,S003
P0016,01-03-23,131,131,0,355,S003
P0017,01-03-23,410,30,380,0,S003
P0018,01-03-23,252,42,210,0,S003
P0019,01-03-23,104,104,0,190,S003
P0020,01-03-23,317,94,223,0,S003
P0001,01-03-23,402,128,274,752,S004
P0002,01-03-23,156,111,45,256,S004
P0003,01-03-23,405,94,311,0,S004
P0004,01-03-23,325,109,216,410,S004
P0005,01-03-23,105,105,0,154,S004
P0006,01-03-23,72,72,0,390,S004
P0007,01-03-23,357,206,151,808,S004
P0008,01-03-23,63,63,0,110,S004
P0009,01-03-23,219,103,116,0,S004
P0010,01-03-23,640,104,536,739,S004
P0011,01-03-23,854,112,742,0,S004
P0012,01-03-23,50,50,0,152,S004
P0013,01-03-23,372,101,271,306,S004
P0014,01-03-23,140,140,0,243,S004
P0015,01-03-23,206,50,156,168,S004
P0016,01-03-23,63,63,0,301,S004
P0017,01-03-23,75,67,8,95,S004
P0018,01-03-23,94,83,11,105,S004
P0019,01-03-23,102,102,0,153,S004
P0020,01-03-23,156,48,108,0,S004
P0001,01-03-23,107,90,17,251,S005
P0002,01-03-23,199,119,80,349,S005
P0003,01-03-23,140,77,63,102,S005
P0004,01-03-23,145,114,31,108,S005
P0005,01-03-23,184,137,47,342,S005
P0006,01-03-23,585,70,515,0,S005
P0007,01-03-23,258,77,181,0,S005
P0008,01-03-23,96,96,0,192,S005
P0009,01-03-23,188,51,137,0,S005
P0010,01-03-23,200,64,136,0,S005
P0011,01-03-23,421,56,365,0,S005
P0012,01-03-23,261,62,199,0,S005
P0013,01-03-23,119,54,65,0,S005
P0014,01-03-23,42,42,0,0,S005
P0015,01-03-23,241,140,101,236,S005
P0016,01-03-23,119,119,0,376,S005
P0017,01-03-23,86,8,78,0,S005
P0018,01-03-23,208,52,156,0,S005
P0019,01-03-23,98,98,0,221,S005
P0020,01-03-23,116,74,42,114,S005
P0001,02-03-23,71,71,0,0,S001
P0002,02-03-23,185,99,86,0,S001
P0003,02-03-23,81,79,2,0,S001
P0004,02-03-23,145,120,25,0,S001
P0005,02-03-23,219,140,79,0,S001
P0006,02-03-23,78,78,0,0,S001
P0007,02-03-23,597,104,493,0,S001
P0008,02-03-23,123,123,0,217,S001
P0009,02-03-23,164,160,4,174,S001
P0010,02-03-23,234,79,155,385,S001
P0011,02-03-23,99,99,0,177,S001
P0012,02-03-23,182,101,81,0,S001
P0013,02-03-23,87,71,16,96,S001
P0014,02-03-23,511,104,407,0,S001
P0015,02-03-23,192,113,79,157,S001
P0016,02-03-23,124,97,27,0,S001
P0017,02-03-23,89,89,0,148,S001
P0018,02-03-23,119,119,0,195,S001
P0019,02-03-23,107,55,52,89,S001
P0020,02-03-23,431,95,336,370,S001
P0001,02-03-23,203,107,96,0,S002
P0002,02-03-23,0,0,0,0,S002
P0003,02-03-23,353,72,281,0,S002
P0004,02-03-23,176,68,108,0,S002
P0005,02-03-23,430,66,364,322,S002
P0006,02-03-23,141,107,34,0,S002
P0007,02-03-23,227,103,124,0,S002
P0008,02-03-23,114,114,0,109,S002
P0009,02-03-23,150,80,70,0,S002
P0010,02-03-23,116,107,9,130,S002
P0011,02-03-23,292,81,211,0,S002
P0012,02-03-23,151,84,67,568,S002
P0013,02-03-23,502,51,451,0,S002
P0014,02-03-23,194,158,36,0,S002
P0015,02-03-23,160,80,80,0,S002
P0016,02-03-23,238,142,96,216,S002
P0017,02-03-23,126,93,33,0,S002
P0018,02-03-23,99,99,0,148,S002
P0019,02-03-23,371,141,230,0,S002
P0020,02-03-23,99,80,19,0,S002
P0001,02-03-23,0,0,0,381,S003
P0002,02-03-23,218,86,132,0,S003
P0003,02-03-23,129,76,53,102,S003
P0004,02-03-23,352,62,290,0,S003
P0005,02-03-23,226,51,175,0,S003
P0006,02-03-23,172,104,68,175,S003
P0007,02-03-23,221,142,79,0,S003
P0008,02-03-23,216,163,53,349,S003
P0009,02-03-23,135,108,27,142,S003
P0010,02-03-23,134,134,0,179,S003
P0011,02-03-23,68,68,0,0,S003
P0012,02-03-23,146,89,57,342,S003
P0013,02-03-23,303,89,214,0,S003
P0014,02-03-23,307,109,198,0,S003
P0015,02-03-23,380,151,229,0,S003
P0016,02-03-23,173,91,82,0,S003
P0017,02-03-23,380,50,330,0,S003
P0018,02-03-23,210,43,167,0,S003
P0019,02-03-23,190,135,55,154,S003
P0020,02-03-23,223,81,142,0,S003
P0001,02-03-23,274,132,142,0,S004
P0002,02-03-23,45,45,0,0,S004
P0003,02-03-23,311,95,216,254,S004
P0004,02-03-23,216,56,160,0,S004
P0005,02-03-23,154,62,92,111,S004
P0006,02-03-23,140,86,54,0,S004
P0007,02-03-23,151,80,71,0,S004
P0008,02-03-23,110,52,58,77,S004
P0009,02-03-23,476,144,332,0,S004
P0010,02-03-23,536,101,435,0,S004
P0011,02-03-23,742,62,680,0,S004
P0012,02-03-23,152,84,68,0,S004
P0013,02-03-23,271,82,189,0,S004
P0014,02-03-23,0,0,0,0,S004
P0015,02-03-23,156,28,128,0,S004
P0016,02-03-23,95,53,42,0,S004
P0017,02-03-23,103,30,73,50,S004
P0018,02-03-23,116,70,46,90,S004
P0019,02-03-23,153,58,95,0,S004
P0020,02-03-23,108,76,32,214,S004
P0001,02-03-23,209,209,0,0,S005
P0002,02-03-23,80,34,46,0,S005
P0003,02-03-23,165,98,67,129,S005
P0004,02-03-23,139,139,0,163,S005
P0005,02-03-23,47,47,0,0,S005
P0006,02-03-23,515,189,326,907,S005
P0007,02-03-23,181,111,70,249,S005
P0008,02-03-23,192,95,97,0,S005
P0009,02-03-23,499,174,325,0,S005
P0010,02-03-23,519,322,197,669,S005
P0011,02-03-23,365,80,285,302,S005
P0012,02-03-23,199,37,162,0,S005
P0013,02-03-23,464,151,313,602,S005
P0014,02-03-23,156,29,127,0,S005
P0015,02-03-23,101,101,0,305,S005
P0016,02-03-23,0,0,0,0,S005
P0017,02-03-23,78,57,21,50,S005
P0018,02-03-23,156,110,46,124,S005
P0019,02-03-23,0,0,0,0,S005
P0020,02-03-23,156,61,95,0,S005
P0001,03-03-23,370,113,257,0,S001
P0002,03-03-23,86,58,28,63,S001
P0003,03-03-23,772,110,662,0,S001
P0004,03-03-23,233,66,167,256,S001
P0005,03-03-23,79,79,0,798,S001
P0006,03-03-23,0,0,0,0,S001
P0007,03-03-23,493,114,379,433,S001
P0008,03-03-23,217,104,113,0,S001
P0009,03-03-23,178,85,93,115,S001
P0010,03-03-23,155,81,74,0,S001
P0011,03-03-23,163,81,82,0,S001
P0012,03-03-23,316,99,217,0,S001
P0013,03-03-23,112,112,0,180,S001
P0014,03-03-23,407,229,178,650,S001
P0015,03-03-23,236,236,0,286,S001
P0016,03-03-23,27,27,0,528,S001
P0017,03-03-23,148,148,0,159,S001
P0018,03-03-23,195,193,2,154,S001
P0019,03-03-23,141,79,62,0,S001
P0020,03-03-23,336,63,273,0,S001
P0001,03-03-23,96,96,0,0,S002
P0002,03-03-23,325,128,197,394,S002
P0003,03-03-23,281,75,206,304,S002
P0004,03-03-23,505,100,405,0,S002
P0005,03-03-23,364,105,259,0,S002
P0006,03-03-23,34,34,0,90,S002
P0007,03-03-23,124,53,71,0,S002
P0008,03-03-23,109,109,0,126,S002
P0009,03-03-23,314,102,212,0,S002
P0010,03-03-23,139,81,58,87,S002
P0011,03-03-23,211,146,65,341,S002
P0012,03-03-23,412,54,358,0,S002
P0013,03-03-23,451,220,231,447,S002
P0014,03-03-23,36,36,0,554,S002
P0015,03-03-23,80,42,38,0,S002
P0016,03-03-23,96,96,0,0,S002
P0017,03-03-23,33,33,0,267,S002
P0018,03-03-23,148,82,66,0,S002
P0019,03-03-23,230,94,136,0,S002
P0020,03-03-23,224,69,155,239,S002
P0001,03-03-23,379,108,271,0,S003
P0002,03-03-23,132,78,54,0,S003
P0003,03-03-23,155,136,19,141,S003
P0004,03-03-23,290,86,204,253,S003
P0005,03-03-23,175,161,14,600,S003
P0006,03-03-23,243,95,148,0,S003
P0007,03-03-23,486,114,372,0,S003
P0008,03-03-23,53,53,0,0,S003
P0009,03-03-23,169,129,40,128,S003
P0010,03-03-23,179,67,112,0,S003
P0011,03-03-23,239,171,68,314,S003
P0012,03-03-23,233,114,119,0,S003
P0013,03-03-23,734,101,633,0,S003
P0014,03-03-23,198,145,53,0,S003
P0015,03-03-23,229,229,0,761,S003
P0016,03-03-23,437,162,275,0,S003
P0017,03-03-23,330,72,258,253,S003
P0018,03-03-23,167,100,67,281,S003
P0019,03-03-23,209,137,72,0,S003
P0020,03-03-23,673,73,600,0,S003
P0001,03-03-23,142,142,0,0,S004
P0002,03-03-23,256,101,155,0,S004
P0003,03-03-23,216,52,164,0,S004
P0004,03-03-23,160,92,68,0,S004
P0005,03-03-23,203,77,126,0,S004
P0006,03-03-23,444,155,289,0,S004
P0007,03-03-23,71,64,7,0,S004
P0008,03-03-23,135,112,23,106,S004
P0009,03-03-23,332,53,279,0,S004
P0010,03-03-23,435,63,372,0,S004
P0011,03-03-23,680,81,599,0,S004
P0012,03-03-23,68,68,0,111,S004
P0013,03-03-23,189,135,54,536,S004
P0014,03-03-23,243,11,232,0,S004
P0015,03-03-23,128,72,56,321,S004
P0016,03-03-23,42,5,37,0,S004
P0017,03-03-23,123,87,36,71,S004
P0018,03-03-23,136,91,45,111,S004
P0019,03-03-23,95,76,19,95,S004
P0020,03-03-23,32,32,0,0,S004
P0001,03-03-23,251,41,210,0,S005
P0002,03-03-23,46,46,0,493,S005
P0003,03-03-23,196,122,74,124,S005
P0004,03-03-23,163,83,80,136,S005
P0005,03-03-23,342,120,222,302,S005
P0006,03-03-23,326,125,201,0,S005
P0007,03-03-23,70,70,0,0,S005
P0008,03-03-23,97,97,0,103,S005
P0009,03-03-23,325,50,275,0,S005
P0010,03-03-23,197,72,125,0,S005
P0011,03-03-23,285,150,135,504,S005
P0012,03-03-23,407,139,268,579,S005
P0013,03-03-23,313,144,169,0,S005
P0014,03-03-23,375,180,195,485,S005
P0015,03-03-23,236,165,71,0,S005
P0016,03-03-23,0,0,0,552,S005
P0017,03-03-23,71,71,0,78,S005
P0018,03-03-23,170,99,71,0,S005
P0019,03-03-23,221,46,175,0,S005
P0020,03-03-23,95,48,47,65,S005
P0001,04-03-23,257,56,201,0,S001
P0002,04-03-23,91,91,0,105,S001
P0003,04-03-23,662,172,490,751,S001
P0004,04-03-23,167,135,32,0,S001
P0005,04-03-23,0,0,0,0,S001
P0006,04-03-23,673,116,557,0,S001
P0007,04-03-23,379,76,303,0,S001
P0008,04-03-23,113,113,0,206,S001
P0009,04-03-23,208,121,87,0,S001
P0010,04-03-23,74,74,0,0,S001
P0011,04-03-23,259,48,211,0,S001
P0012,04-03-23,217,83,134,176,S001
P0013,04-03-23,180,102,78,0,S001
P0014,04-03-23,178,96,82,0,S001
P0015,04-03-23,286,67,219,0,S001
P0016,04-03-23,512,152,360,0,S001
P0017,04-03-23,159,113,46,166,S001
P0018,04-03-23,156,84,72,134,S001
P0019,04-03-23,62,62,0,104,S001
P0020,04-03-23,273,100,173,0,S001
P0001,04-03-23,327,110,217,269,S002
P0002,04-03-23,197,84,113,0,S002
P0003,04-03-23,206,107,99,547,S002
P0004,04-03-23,405,117,288,592,S002
P0005,04-03-23,259,128,131,0,S002
P0006,04-03-23,90,90,0,146,S002
P0007,04-03-23,576,119,457,0,S002
P0008,04-03-23,126,126,0,259,S002
P0009,04-03-23,212,102,110,174,S002
P0010,04-03-23,145,107,38,150,S002
P0011,04-03-23,65,65,0,0,S002
P0012,04-03-23,358,123,235,0,S002
P0013,04-03-23,231,128,103,0,S002
P0014,04-03-23,0,0,0,0,S002
P0015,04-03-23,385,43,342,0,S002
P0016,04-03-23,216,137,79,256,S002
P0017,04-03-23,302,46,256,0,S002
P0018,04-03-23,66,66,0,117,S002
P0019,04-03-23,588,67,521,0,S002
P0020,04-03-23,155,51,104,0,S002
P0001,04-03-23,652,122,530,0,S003
P0002,04-03-23,420,197,223,531,S003
P0003,04-03-23,160,160,0,242,S003
P0004,04-03-23,204,94,110,0,S003
P0005,04-03-23,14,14,0,0,S003
P0006,04-03-23,148,148,0,170,S003
P0007,04-03-23,372,90,282,0,S003
P0008,04-03-23,349,74,275,0,S003
P0009,04-03-23,168,125,43,153,S003
P0010,04-03-23,112,112,0,102,S003
P0011,04-03-23,68,68,0,0,S003
P0012,04-03-23,461,52,409,0,S003
P0013,04-03-23,633,93,540,0,S003
P0014,04-03-23,414,106,308,541,S003
P0015,04-03-23,0,0,0,0,S003
P0016,04-03-23,275,96,179,206,S003
P0017,04-03-23,258,66,192,0,S003
P0018,04-03-23,327,66,261,0,S003
P0019,04-03-23,72,72,0,129,S003
P0020,04-03-23,600,119,481,0,S003
P0001,04-03-23,0,0,0,1016,S004
P0002,04-03-23,155,112,43,202,S004
P0003,04-03-23,164,77,87,0,S004
P0004,04-03-23,478,120,358,449,S004
P0005,04-03-23,126,87,39,129,S004
P0006,04-03-23,289,79,210,0,S004
P0007,04-03-23,7,7,0,0,S004
P0008,04-03-23,129,119,10,131,S004
P0009,04-03-23,279,58,221,258,S004
P0010,04-03-23,372,129,243,0,S004
P0011,04-03-23,599,65,534,0,S004
P0012,04-03-23,111,80,31,98,S004
P0013,04-03-23,360,45,315,0,S004
P0014,04-03-23,232,116,116,246,S004
P0015,04-03-23,224,57,167,0,S004
P0016,04-03-23,338,60,278,0,S004
P0017,04-03-23,107,70,37,109,S004
P0018,04-03-23,156,60,96,0,S004
P0019,04-03-23,114,114,0,159,S004
P0020,04-03-23,214,71,143,0,S004
P0001,04-03-23,210,111,99,238,S005
P0002,04-03-23,349,102,247,0,S005
P0003,04-03-23,198,152,46,145,S005
P0004,04-03-23,216,102,114,118,S005
P0005,04-03-23,222,171,51,0,S005
P0006,04-03-23,201,82,119,0,S005
P0007,04-03-23,249,129,120,307,S005
P0008,04-03-23,103,99,4,107,S005
P0009,04-03-23,275,104,171,378,S005
P0010,04-03-23,125,84,41,0,S005
P0011,04-03-23,135,93,42,0,S005
P0012,04-03-23,268,76,192,0,S005
P0013,04-03-23,169,110,59,0,S005
P0014,04-03-23,195,90,105,0,S005
P0015,04-03-23,376,73,303,0,S005
P0016,04-03-23,376,144,232,0,S005
P0017,04-03-23,78,78,0,65,S005
P0018,04-03-23,71,32,39,51,S005
P0019,04-03-23,175,105,70,212,S005
P0020,04-03-23,112,72,40,88,S005
P0001,05-03-23,201,53,148,131,S001
P0002,05-03-23,105,83,22,147,S001
P0003,05-03-23,490,90,400,0,S001
P0004,05-03-23,288,69,219,0,S001
P0005,05-03-23,672,161,511,0,S001
P0006,05-03-23,557,82,475,0,S001
P0007,05-03-23,303,139,164,0,S001
P0008,05-03-23,206,89,117,0,S001
P0009,05-03-23,87,87,0,94,S001
P0010,05-03-23,0,0,0,401,S001
P0011,05-03-23,211,96,115,177,S001
P0012,05-03-23,134,116,18,0,S001
P0013,05-03-23,78,78,0,168,S001
P0014,05-03-23,82,82,0,0,S001
P0015,05-03-23,219,112,107,0,S001
P0016,05-03-23,360,127,233,0,S001
P0017,05-03-23,212,79,133,0,S001
P0018,05-03-23,206,44,162,0,S001
P0019,05-03-23,104,104,0,124,S001
P0020,05-03-23,173,137,36,0,S001
P0001,05-03-23,217,212,5,556,S002
P0002,05-03-23,507,96,411,0,S002
P0003,05-03-23,99,99,0,0,S002
P0004,05-03-23,288,89,199,0,S002
P0005,05-03-23,131,125,6,824,S002
P0006,05-03-23,146,86,60,112,S002
P0007,05-03-23,457,118,339,414,S002
P0008,05-03-23,259,117,142,0,S002
P0009,05-03-23,110,86,24,243,S002
P0010,05-03-23,188,122,66,145,S002
P0011,05-03-23,0,0,0,544,S002
P0012,05-03-23,235,105,130,0,S002
P0013,05-03-23,103,73,30,0,S002
P0014,05-03-23,538,113,425,0,S002
P0015,05-03-23,1121,80,1041,0,S002
P0016,05-03-23,79,79,0,385,S002
P0017,05-03-23,256,90,166,0,S002
P0018,05-03-23,117,85,32,142,S002
P0019,05-03-23,521,126,395,625,S002
P0020,05-03-23,104,82,22,286,S002
P0001,05-03-23,530,66,464,0,S003
P0002,05-03-23,223,33,190,0,S003
P0003,05-03-23,242,56,186,0,S003
P0004,05-03-23,110,71,39,0,S003
P0005,05-03-23,268,69,199,0,S003
P0006,05-03-23,170,88,82,85,S003
P0007,05-03-23,904,53,851,0,S003
P0008,05-03-23,275,55,220,0,S003
P0009,05-03-23,196,71,125,0,S003
P0010,05-03-23,102,86,16,86,S003
P0011,05-03-23,314,119,195,334,S003
P0012,05-03-23,409,60,349,0,S003
P0013,05-03-23,540,153,387,555,S003
P0014,05-03-23,308,129,179,0,S003
P0015,05-03-23,460,88,372,0,S003
P0016,05-03-23,179,78,101,0,S003
P0017,05-03-23,192,49,143,0,S003
P0018,05-03-23,261,37,224,0,S003
P0019,05-03-23,129,116,13,102,S003
P0020,05-03-23,481,51,430,0,S003
P0001,05-03-23,752,171,581,0,S004
P0002,05-03-23,43,43,0,394,S004
P0003,05-03-23,341,86,255,281,S004
P0004,05-03-23,358,152,206,0,S004
P0005,05-03-23,168,98,70,0,S004
P0006,05-03-23,210,157,53,339,S004
P0007,05-03-23,808,99,709,0,S004
P0008,05-03-23,141,79,62,69,S004
P0009,05-03-23,221,102,119,0,S004
P0010,05-03-23,982,127,855,0,S004
P0011,05-03-23,534,90,444,0,S004
P0012,05-03-23,129,114,15,122,S004
P0013,05-03-23,315,129,186,0,S004
P0014,05-03-23,116,109,7,0,S004
P0015,05-03-23,167,131,36,357,S004
P0016,05-03-23,278,119,159,413,S004
P0017,05-03-23,146,18,128,0,S004
P0018,05-03-23,96,68,28,73,S004
P0019,05-03-23,159,154,5,172,S004
P0020,05-03-23,143,99,44,230,S004
P0001,05-03-23,99,94,5,0,S005
P0002,05-03-23,247,73,174,0,S005
P0003,05-03-23,191,80,111,136,S005
P0004,05-03-23,232,98,134,0,S005
P0005,05-03-23,353,131,222,309,S005
P0006,05-03-23,119,89,30,0,S005
P0007,05-03-23,120,22,98,0,S005
P0008,05-03-23,111,111,0,126,S005
P0009,05-03-23,171,171,0,0,S005
P0010,05-03-23,710,78,632,0,S005
P0011,05-03-23,42,42,0,0,S005
P0012,05-03-23,192,82,110,0,S005
P0013,05-03-23,661,132,529,0,S005
P0014,05-03-23,105,105,0,0,S005
P0015,05-03-23,303,163,140,246,S005
P0016,05-03-23,232,142,90,0,S005
P0017,05-03-23,65,46,19,72,S005
P0018,05-03-23,90,29,61,0,S005
P0019,05-03-23,70,70,0,0,S005
P0020,05-03-23,128,83,45,89,S005
P0001,06-03-23,148,76,72,206,S001
P0002,06-03-23,169,26,143,0,S001
P0003,06-03-23,400,66,334,0,S001
P0004,06-03-23,219,112,107,322,S001
P0005,06-03-23,511,79,432,0,S001
P0006,06-03-23,475,192,283,574,S001
P0007,06-03-23,164,99,65,571,S001
P0008,06-03-23,117,79,38,78,S001
P0009,06-03-23,94,94,0,122,S001
P0010,06-03-23,385,81,304,0,S001
P0011,06-03-23,115,115,0,251,S001
P0012,06-03-23,194,118,76,186,S001
P0013,06-03-23,168,93,75,0,S001
P0014,06-03-23,650,34,616,0,S001
P0015,06-03-23,107,35,72,0,S001
P0016,06-03-23,761,125,636,0,S001
P0017,06-03-23,133,72,61,0,S001
P0018,06-03-23,162,127,35,153,S001
P0019,06-03-23,124,77,47,76,S001
P0020,06-03-23,406,191,215,788,S001
P0001,06-03-23,5,5,0,0,S002
P0002,06-03-23,411,83,328,0,S002
P0003,06-03-23,304,100,204,0,S002
P0004,06-03-23,199,100,99,0,S002
P0005,06-03-23,328,31,297,0,S002
