product_id,product_name,Category,sku,unit,reorder_level
P0020,Clothing,Clothing,,54,37
P0001,Clothing,Clothing,,59,86
P0002,Electronics,Electronics,,50,53
P0003,Toys,Toys,,50,120
P0004,Groceries,Groceries,,184,76
P0005,Electronics,Electronics,,199,53
P0006,Furniture,Furniture,,16,82
P0007,Toys,Toys,,23,58
P0008,Furniture,Furniture,,374,180
P0009,Groceries,Groceries,,73,192
P0010,Furniture,Furniture,,303,160
P0011,Electronics,Electronics,,19,175
P0012,Toys,Toys,,15,120
P0013,Toys,Toys,,269,104
P0014,Electronics,Electronics,,291,172
P0015,Toys,Toys,,144,148
P0016,Clothing,Clothing,,193,148
P0017,Toys,Toys,,336,44
P0018,Electronics,Electronics,,73,55
P0019,Electronics,Electronics,,0,144
P0020,Groceries,Groceries,,102,101
P0001,Clothing,Clothing,,209,98
P0002,Groceries,Groceries,,112,32
P0003,Furniture,Furniture,,97,192
P0004,Clothing,Clothing,,258,129
P0005,Furniture,Furniture,,160,96
P0006,Groceries,Groceries,,173,169
P0007,Furniture,Furniture,,177,151
P0008,Toys,Toys,,75,151
P0009,Electronics,Electronics,,192,80
P0010,Groceries,Groceries,,411,102
P0011,Furniture,Furniture,,381,68
P0012,Toys,Toys,,197,128
P0013,Groceries,Groceries,,137,185
P0014,Toys,Toys,,22,31
P0015,Clothing,Clothing,,114,98
P0016,Electronics,Electronics,,351,182
P0017,Groceries,Groceries,,303,142
P0018,Clothing,Clothing,,61,156
P0019,Clothing,Clothing,,11,74
P0020,Clothing,Clothing,,292,194
P0001,Furniture,Furniture,,160,26
P0002,Groceries,Groceries,,176,54
P0003,Toys,Toys,,45,199
P0004,Groceries,Groceries,,26,56
P0005,Clothing,Clothing,,177,57
P0006,Clothing,Clothing,,25,72
P0007,Groceries,Groceries,,365,20
P0008,Furniture,Furniture,,45,22
P0009,Clothing,Clothing,,6,184
P0010,Furniture,Furniture,,129,158
P0011,Toys,Toys,,160,24
P0012,Groceries,Groceries,,82,160
P0013,Electronics,Electronics,,20,127
P0014,Toys,Toys,,64,188
P0015,Furniture,Furniture,,181,191
P0016,Furniture,Furniture,,286,98
P0017,Furniture,Furniture,,14,129
P0018,Clothing,Clothing,,97,139
P0019,Toys,Toys,,46,84
P0020,Toys,Toys,,40,123
P0001,Clothing,Clothing,,201,20
P0002,Groceries,Groceries,,66,121
P0003,Toys,Toys,,112,160
P0004,Groceries,Groceries,,101,192
P0005,Clothing,Clothing,,129,109
P0006,Toys,Toys,,148,51
P0007,Groceries,Groceries,,86,46
P0008,Furniture,Furniture,,207,158
P0009,Toys,Toys,,201,158
P0010,Electronics,Electronics,,213,38
P0011,Clothing,Clothing,,11,117
P0012,Electronics,Electronics,,100,112
P0013,Furniture,Furniture,,44,53
P0014,Groceries,Groceries,,197,172
P0015,Electronics,Electronics,,373,99
P0016,Electronics,Electronics,,244,55
P0017,Clothing,Clothing,,20,81
P0018,Clothing,Clothing,,327,88
P0019,Toys,Toys,,348,75
P0020,Groceries,Groceries,,24,135
P0001,Clothing,Clothing,,414,27
P0002,Electronics,Electronics,,101,69
P0003,Electronics,Electronics,,25,63
P0004,Toys,Toys,,208,58
P0005,Electronics,Electronics,,350,188
P0006,Electronics,Electronics,,125,48
P0007,Electronics,Electronics,,182,192
P0008,Clothing,Clothing,,64,191
P0009,Electronics,Electronics,,21,98
P0010,Electronics,Electronics,,180,120
P0011,Groceries,Groceries,,212,133
P0012,Toys,Toys,,35,101
P0013,Electronics,Electronics,,169,147
P0014,Electronics,Electronics,,156,80
P0015,Clothing,Clothing,,12,49
P0016,Clothing,Clothing,,18,80
P0017,Electronics,Electronics,,107,113
P0018,Groceries,Groceries,,44,65
P0019,Electronics,Electronics,,167,153
P0020,Electronics,Electronics,,277,132
P0001,Clothing,Clothing,,383,138
P0002,Toys,Toys,,40,135
P0003,Electronics,Electronics,,114,74
P0004,Electronics,Electronics,,230,105
P0005,Groceries,Groceries,,144,33
P0006,Electronics,Electronics,,329,59
P0007,Clothing,Clothing,,132,38
P0008,Groceries,Groceries,,32,41
P0009,Groceries,Groceries,,39,153
P0010,Toys,Toys,,206,77
P0011,Groceries,Groceries,,245,169
P0012,Clothing,Clothing,,65,41
P0013,Toys,Toys,,16,78
P0014,Toys,Toys,,8,119
P0015,Furniture,Furniture,,106,141
P0016,Furniture,Furniture,,65,184
P0017,Groceries,Groceries,,16,70
P0018,Furniture,Furniture,,381,165
P0019,Groceries,Groceries,,139,47
P0020,Furniture,Furniture,,227,80
P0001,Furniture,Furniture,,120,164
P0002,Clothing,Clothing,,173,36
P0003,Clothing,Clothing,,193,198
P0004,Clothing,Clothing,,47,141
P0005,Furniture,Furniture,,43,79
P0006,Toys,Toys,,25,71
P0007,Electronics,Electronics,,182,139
P0008,Clothing,Clothing,,198,39
P0009,Clothing,Clothing,,483,84
P0010,Electronics,Electronics,,130,51
P0011,Clothing,Clothing,,101,161
P0012,Groceries,Groceries,,72,107
P0013,Toys,Toys,,240,92
P0014,Groceries,Groceries,,11,145
P0015,Toys,Toys,,231,79
P0016,Groceries,Groceries,,212,58
P0017,Groceries,Groceries,,213,135
P0018,Electronics,Electronics,,125,151
P0019,Clothing,Clothing,,43,120
P0020,Electronics,Electronics,,242,184
P0001,Clothing,Clothing,,136,166
P0002,Furniture,Furniture,,157,105
P0003,Toys,Toys,,66,133
P0004,Toys,Toys,,11,61
P0005,Toys,Toys,,156,72
P0006,Electronics,Electronics,,195,41
P0007,Toys,Toys,,148,62
P0008,Furniture,Furniture,,58,84
P0009,Clothing,Clothing,,190,165
P0010,Clothing,Clothing,,208,95
P0011,Clothing,Clothing,,88,87
P0012,Groceries,Groceries,,60,79
P0013,Clothing,Clothing,,205,74
P0014,Toys,Toys,,63,200
P0015,Toys,Toys,,155,88
P0016,Clothing,Clothing,,33,65
P0017,Electronics,Electronics,,40,152
P0018,Electronics,Electronics,,39,155
P0019,Electronics,Electronics,,414,165
P0020,Electronics,Electronics,,89,124
P0001,Furniture,Furniture,,336,152
P0002,Groceries,Groceries,,87,141
P0003,Electronics,Electronics,,14,29
P0004,Groceries,Groceries,,83,164
P0005,Furniture,Furniture,,12,37
P0006,Clothing,Clothing,,83,89
P0007,Groceries,Groceries,,382,59
P0008,Groceries,Groceries,,12,76
P0009,Clothing,Clothing,,9,125
P0010,Clothing,Clothing,,279,49
P0011,Groceries,Groceries,,151,90
P0012,Groceries,Groceries,,25,30
P0013,Toys,Toys,,228,199
P0014,Electronics,Electronics,,197,190
P0015,Furniture,Furniture,,62,89
P0016,Clothing,Clothing,,168,129
P0017,Toys,Toys,,99,187
P0018,Clothing,Clothing,,7,49
P0019,Furniture,Furniture,,281,84
P0020,Toys,Toys,,40,195
P0001,Furniture,Furniture,,179,96
P0002,Clothing,Clothing,,68,109
P0003,Furniture,Furniture,,175,54
P0004,Toys,Toys,,230,23
P0005,Furniture,Furniture,,396,116
P0006,Groceries,Groceries,,27,62
P0007,Electronics,Electronics,,56,59
P0008,Groceries,Groceries,,172,151
P0009,Furniture,Furniture,,428,147
P0010,Toys,Toys,,59,188
P0011,Toys,Toys,,28,110
P0012,Furniture,Furniture,,23,45
P0013,Furniture,Furniture,,318,56
P0014,Toys,Toys,,355,110
P0015,Furniture,Furniture,,89,124
P0016,Toys,Toys,,170,147
P0017,Electronics,Electronics,,54,73
P0018,Clothing,Clothing,,162,130
P0019,Furniture,Furniture,,393,187
P0020,Furniture,Furniture,,215,139
P0001,Electronics,Electronics,,221,92
P0002,Electronics,Electronics,,8,152
P0003,Groceries,Groceries,,109,31
P0004,Electronics,Electronics,,189,185
P0005,Furniture,Furniture,,88,130
P0006,Clothing,Clothing,,29,41
P0007,Toys,Toys,,27,167
P0008,Toys,Toys,,84,116
P0009,Groceries,Groceries,,365,82
P0010,Groceries,Groceries,,44,27
P0011,Groceries,Groceries,,159,160
P0012,Electronics,Electronics,,428,151
P0013,Furniture,Furniture,,290,163
P0014,Electronics,Electronics,,6,85
P0015,Clothing,Clothing,,27,89
P0016,Furniture,Furniture,,383,34
P0017,Groceries,Groceries,,43,111
P0018,Furniture,Furniture,,178,62
P0019,Toys,Toys,,127,173
P0020,Furniture,Furniture,,43,103
P0001,Groceries,Groceries,,118,88
P0002,Clothing,Clothing,,154,34
P0003,Groceries,Groceries,,28,84
P0004,Clothing,Clothing,,162,93
P0005,Groceries,Groceries,,50,41
P0006,Electronics,Electronics,,126,173
P0007,Clothing,Clothing,,39,173
P0008,Electronics,Electronics,,117,90
P0009,Furniture,Furniture,,9,167
P0010,Electronics,Electronics,,454,34
P0011,Electronics,Electronics,,64,130
P0012,Clothing,Clothing,,227,118
P0013,Electronics,Electronics,,325,61
P0014,Toys,Toys,,145,31
P0015,Toys,Toys,,16,135
P0016,Clothing,Clothing,,31,125
P0017,Electronics,Electronics,,299,189
P0018,Electronics,Electronics,,85,111
P0019,Furniture,Furniture,,36,110
P0020,Toys,Toys,,65,86
P0001,Toys,Toys,,26,147
P0002,Clothing,Clothing,,136,187
P0003,Toys,Toys,,47,132
P0004,Furniture,Furniture,,6,108
P0005,Electronics,Electronics,,157,101
P0006,Toys,Toys,,46,21
P0007,Electronics,Electronics,,84,37
P0008,Groceries,Groceries,,62,87
P0009,Groceries,Groceries,,38,185
P0010,Clothing,Clothing,,177,125
P0011,Furniture,Furniture,,235,194
P0012,Groceries,Groceries,,138,59
P0013,Electronics,Electronics,,5,40
P0014,Clothing,Clothing,,274,147
P0015,Clothing,Clothing,,42,34
P0016,Groceries,Groceries,,237,110
P0017,Groceries,Groceries,,159,120
P0018,Toys,Toys,,400,146
P0019,Furniture,Furniture,,29,184
P0020,Toys,Toys,,236,199
P0001,Electronics,Electronics,,125,108
P0002,Furniture,Furniture,,163,165
P0003,Toys,Toys,,120,104
P0004,Electronics,Electronics,,218,70
P0005,Groceries,Groceries,,129,165
P0006,Clothing,Clothing,,35,118
P0007,Electronics,Electronics,,387,164
P0008,Clothing,Clothing,,179,173
P0009,Clothing,Clothing,,341,190
P0010,Toys,Toys,,28,174
P0011,Toys,Toys,,87,77
P0012,Clothing,Clothing,,52,72
P0013,Electronics,Electronics,,31,46
P0014,Furniture,Furniture,,59,153
P0015,Toys,Toys,,7,49
P0016,Toys,Toys,,1,67
P0017,Toys,Toys,,413,181
P0018,Groceries,Groceries,,4,105
P0019,Groceries,Groceries,,78,56
P0020,Clothing,Clothing,,202,182
P0001,Toys,Toys,,203,174
P0002,Toys,Toys,,27,153
P0003,Furniture,Furniture,,30,45
P0004,Furniture,Furniture,,245,60
P0005,Electronics,Electronics,,22,146
P0006,Furniture,Furniture,,107,70
P0007,Groceries,Groceries,,243,46
P0008,Toys,Toys,,143,171
P0009,Electronics,Electronics,,300,143
P0010,Groceries,Groceries,,414,191
P0011,Clothing,Clothing,,35,129
P0012,Electronics,Electronics,,123,111
P0013,Electronics,Electronics,,188,116
P0014,Furniture,Furniture,,42,150
P0015,Toys,Toys,,64,124
P0016,Furniture,Furniture,,13,163
P0017,Clothing,Clothing,,101,100
P0018,Electronics,Electronics,,23,109
P0019,Clothing,Clothing,,38,90
P0020,Groceries,Groceries,,291,155
P0001,Clothing,Clothing,,187,51
P0002,Furniture,Furniture,,15,112
P0003,Groceries,Groceries,,5,157
P0004,Groceries,Groceries,,3,96
P0005,Clothing,Clothing,,158,80
P0006,Toys,Toys,,172,115
P0007,Groceries,Groceries,,266,149
P0008,Electronics,Electronics,,6,76
P0009,Furniture,Furniture,,50,51
P0010,Toys,Toys,,16,97
P0011,Furniture,Furniture,,36,84
P0012,Toys,Toys,,313,162
P0013,Groceries,Groceries,,92,55
P0014,Electronics,Electronics,,94,197
P0015,Electronics,Electronics,,31,39
P0016,Toys,Toys,,278,152
P0017,Electronics,Electronics,,354,39
P0018,Groceries,Groceries,,46,49
P0019,Furniture,Furniture,,85,62
P0020,Groceries,Groceries,,256,179
P0001,Furniture,Furniture,,117,193
P0002,Groceries,Groceries,,409,68
P0003,Electronics,Electronics,,7,165
P0004,Furniture,Furniture,,93,103
P0005,Toys,Toys,,105,194
P0006,Electronics,Electronics,,326,185
P0007,Electronics,Electronics,,180,182
P0008,Electronics,Electronics,,43,76
P0009,Clothing,Clothing,,81,22
P0010,Groceries,Groceries,,176,128
P0011,Toys,Toys,,75,23
P0012,Toys,Toys,,27,188
P0013,Clothing,Clothing,,53,172
P0014,Groceries,Groceries,,360,69
P0015,Electronics,Electronics,,134,143
P0016,Groceries,Groceries,,104,84
P0017,Groceries,Groceries,,3,31
P0018,Toys,Toys,,131,87
P0019,Electronics,Electronics,,27,94
P0020,Toys,Toys,,4,121
P0001,Groceries,Groceries,,74,200
P0002,Clothing,Clothing,,162,135
P0003,Clothing,Clothing,,129,133
P0004,Groceries,Groceries,,57,156
P0005,Groceries,Groceries,,67,194
P0006,Furniture,Furniture,,376,84
P0007,Clothing,Clothing,,34,57
P0008,Toys,Toys,,27,94
P0009,Toys,Toys,,66,193
P0010,Furniture,Furniture,,79,135
P0011,Toys,Toys,,236,27
P0012,Clothing,Clothing,,152,185
P0013,Furniture,Furniture,,0,196
P0014,Clothing,Clothing,,208,124
P0015,Electronics,Electronics,,326,152
P0016,Electronics,Electronics,,45,198
P0017,Groceries,Groceries,,147,153
P0018,Clothing,Clothing,,108,33
P0019,Groceries,Groceries,,38,190
P0020,Furniture,Furniture,,20,70
P0001,Furniture,Furniture,,17,155
P0002,Electronics,Electronics,,37,188
P0003,Electronics,Electronics,,22,145
P0004,Toys,Toys,,65,189
P0005,Furniture,Furniture,,67,149
P0006,Clothing,Clothing,,301,189
P0007,Toys,Toys,,62,33
P0008,Electronics,Electronics,,490,175
P0009,Groceries,Groceries,,168,99
P0010,Furniture,Furniture,,214,162
P0011,Groceries,Groceries,,125,137
P0012,Clothing,Clothing,,87,172
P0013,Clothing,Clothing,,40,151
P0014,Clothing,Clothing,,53,171
P0015,Clothing,Clothing,,95,148
P0016,Groceries,Groceries,,52,152
P0017,Clothing,Clothing,,354,124
P0018,Groceries,Groceries,,266,154
P0019,Electronics,Electronics,,108,20
P0020,Electronics,Electronics,,34,111
P0001,Groceries,Groceries,,64,50
P0002,Groceries,Groceries,,85,160
P0003,Clothing,Clothing,,41,177
P0004,Toys,Toys,,53,76
P0005,Furniture,Furniture,,240,112
P0006,Toys,Toys,,178,68
P0007,Furniture,Furniture,,47,191
P0008,Furniture,Furniture,,23,136
P0009,Clothing,Clothing,,290,83
P0010,Furniture,Furniture,,268,59
P0011,Toys,Toys,,119,165
P0012,Groceries,Groceries,,11,64
P0013,Furniture,Furniture,,226,172
P0014,Groceries,Groceries,,313,104
P0015,Clothing,Clothing,,189,50
P0016,Clothing,Clothing,,201,96
P0017,Furniture,Furniture,,22,107
P0018,Electronics,Electronics,,267,99
P0019,Toys,Toys,,194,23
P0020,Furniture,Furniture,,17,121
P0001,Groceries,Groceries,,107,129
P0002,Groceries,Groceries,,214,106
P0003,Clothing,Clothing,,191,173
P0004,Clothing,Clothing,,97,192
P0005,Groceries,Groceries,,2,174
P0006,Groceries,Groceries,,309,96
P0007,Furniture,Furniture,,141,137
P0008,Furniture,Furniture,,178,152
P0009,Toys,Toys,,157,114
P0010,Groceries,Groceries,,301,185
P0011,Furniture,Furniture,,20,27
P0012,Furniture,Furniture,,89,150
P0013,Clothing,Clothing,,310,189
P0014,Furniture,Furniture,,102,131
P0015,Clothing,Clothing,,370,68
P0016,Furniture,Furniture,,156,151
P0017,Groceries,Groceries,,117,107
P0018,Electronics,Electronics,,105,80
P0019,Electronics,Electronics,,131,158
P0020,Toys,Toys,,77,63
P0001,Furniture,Furniture,,73,139
P0002,Electronics,Electronics,,2,156
P0003,Furniture,Furniture,,82,42
P0004,Clothing,Clothing,,198,183
P0005,Groceries,Groceries,,111,32
P0006,Clothing,Clothing,,10,31
P0007,Groceries,Groceries,,123,44
P0008,Clothing,Clothing,,326,118
P0009,Electronics,Electronics,,51,195
P0010,Electronics,Electronics,,307,122
P0011,Groceries,Groceries,,5,44
P0012,Clothing,Clothing,,182,80
P0013,Groceries,Groceries,,68,55
P0014,Furniture,Furniture,,59,22
P0015,Clothing,Clothing,,205,161
P0016,Furniture,Furniture,,67,144
P0017,Toys,Toys,,6,174
P0018,Furniture,Furniture,,106,92
P0019,Furniture,Furniture,,54,142
P0020,Groceries,Groceries,,93,96
P0001,Groceries,Groceries,,44,136
P0002,Clothing,Clothing,,107,142
P0003,Electronics,Electronics,,124,184
P0004,Furniture,Furniture,,249,171
P0005,Furniture,Furniture,,84,109
P0006,Groceries,Groceries,,261,103
P0007,Furniture,Furniture,,339,45
P0008,Electronics,Electronics,,75,35
P0009,Toys,Toys,,343,91
P0010,Clothing,Clothing,,22,148
P0011,Electronics,Electronics,,86,159
P0012,Electronics,Electronics,,41,107
P0013,Toys,Toys,,147,72
P0014,Toys,Toys,,45,99
P0015,Clothing,Clothing,,45,194
P0016,Groceries,Groceries,,51,154
P0017,Toys,Toys,,394,44
P0018,Groceries,Groceries,,151,106
P0019,Clothing,Clothing,,91,95
P0020,Electronics,Electronics,,380,131
P0001,Groceries,Groceries,,25,42
P0002,Toys,Toys,,175,123
P0003,Electronics,Electronics,,34,112
P0004,Toys,Toys,,82,50
P0005,Toys,Toys,,12,186
P0006,Clothing,Clothing,,120,164
P0007,Clothing,Clothing,,3,79
P0008,Electronics,Electronics,,31,37
P0009,Toys,Toys,,37,54
P0010,Furniture,Furniture,,278,32
P0011,Clothing,Clothing,,346,81
P0012,Electronics,Electronics,,254,119
P0013,Electronics,Electronics,,70,101
P0014,Furniture,Furniture,,51,38
P0015,Toys,Toys,,59,69
P0016,Groceries,Groceries,,13,170
P0017,Toys,Toys,,302,172
P0018,Groceries,Groceries,,68,78
P0019,Groceries,Groceries,,72,178
P0020,Clothing,Clothing,,64,99
P0001,Clothing,Clothing,,67,125
P0002,Electronics,Electronics,,49,103
P0003,Toys,Toys,,395,37
P0004,Clothing,Clothing,,95,49
P0005,Electronics,Electronics,,36,188
P0006,Electronics,Electronics,,97,112
P0007,Toys,Toys,,64,91
P0008,Groceries,Groceries,,111,153
P0009,Groceries,Groceries,,283,42
P0010,Toys,Toys,,156,63
P0011,Toys,Toys,,334,183
P0012,Electronics,Electronics,,75,36
P0013,Clothing,Clothing,,95,189
P0014,Groceries,Groceries,,53,71
P0015,Groceries,Groceries,,27,93
P0016,Groceries,Groceries,,69,150
P0017,Electronics,Electronics,,28,165
P0018,Toys,Toys,,60,25
P0019,Clothing,Clothing,,318,32
P0020,Electronics,Electronics,,216,108
P0001,Groceries,Groceries,,101,105
P0002,Groceries,Groceries,,95,194
P0003,Electronics,Electronics,,242,83
P0004,Clothing,Clothing,,110,185
P0005,Electronics,Electronics,,177,167
P0006,Clothing,Clothing,,109,156
P0007,Electronics,Electronics,,372,25
P0008,Electronics,Electronics,,173,154
P0009,Furniture,Furniture,,43,153
P0010,Toys,Toys,,197,47
P0011,Toys,Toys,,12,122
P0012,Clothing,Clothing,,241,96
P0013,Groceries,Groceries,,339,110
P0014,Clothing,Clothing,,132,100
P0015,Electronics,Electronics,,39,121
P0016,Furniture,Furniture,,9,186
P0017,Clothing,Clothing,,166,130
P0018,Clothing,Clothing,,58,87
P0019,Toys,Toys,,100,60
P0020,Electronics,Electronics,,176,199
P0001,Electronics,Electronics,,169,34
P0002,Furniture,Furniture,,231,77
P0003,Clothing,Clothing,,37,149
P0004,Electronics,Electronics,,71,108
P0005,Furniture,Furniture,,152,59
P0006,Toys,Toys,,175,38
P0007,Groceries,Groceries,,95,123
P0008,Electronics,Electronics,,75,199
P0009,Furniture,Furniture,,13,121
P0010,Clothing,Clothing,,176,25
P0011,Electronics,Electronics,,368,192
P0012,Clothing,Clothing,,34,135
P0013,Groceries,Groceries,,137,22
P0014,Furniture,Furniture,,46,149
P0015,Clothing,Clothing,,98,38
P0016,Groceries,Groceries,,13,125
P0017,Clothing,Clothing,,258,113
P0018,Clothing,Clothing,,108,46
P0019,Furniture,Furniture,,76,154
P0020,Electronics,Electronics,,316,127
P0001,Electronics,Electronics,,3,184
P0002,Electronics,Electronics,,27,153
P0003,Electronics,Electronics,,361,58
P0004,Furniture,Furniture,,228,127
P0005,Electronics,Electronics,,174,174
P0006,Electronics,Electronics,,174,65
P0007,Groceries,Groceries,,289,39
P0008,Groceries,Groceries,,286,187
P0009,Electronics,Electronics,,271,38
P0010,Furniture,Furniture,,138,113
P0011,Toys,Toys,,311,155
P0012,Groceries,Groceries,,26,157
P0013,Toys,Toys,,164,117
P0014,Electronics,Electronics,,63,78
P0015,Toys,Toys,,392,73
P0016,Furniture,Furniture,,98,55
P0017,Clothing,Clothing,,98,108
P0018,Clothing,Clothing,,214,65
P0019,Toys,Toys,,33,115
P0020,Groceries,Groceries,,60,183
P0001,Clothing,Clothing,,39,143
P0002,Groceries,Groceries,,178,81
P0003,Groceries,Groceries,,122,184
P0004,Electronics,Electronics,,99,175
P0005,Furniture,Furniture,,50,22
P0006,Groceries,Groceries,,2,150
P0007,Clothing,Clothing,,401,137
P0008,Clothing,Clothing,,24,194
P0009,Clothing,Clothing,,48,29
P0010,Clothing,Clothing,,85,35
P0011,Groceries,Groceries,,53,20
P0012,Groceries,Groceries,,46,90
P0013,Toys,Toys,,293,113
P0014,Toys,Toys,,2,162
P0015,Toys,Toys,,36,169
P0016,Electronics,Electronics,,44,29
P0017,Furniture,Furniture,,121,89
P0018,Groceries,Groceries,,5,185
P0019,Clothing,Clothing,,216,130
P0020,Toys,Toys,,91,167
P0001,Toys,Toys,,32,125
P0002,Clothing,Clothing,,386,111
P0003,Electronics,Electronics,,367,94
P0004,Clothing,Clothing,,74,181
P0005,Electronics,Electronics,,58,153
P0006,Clothing,Clothing,,191,45
P0007,Furniture,Furniture,,94,60
P0008,Electronics,Electronics,,63,62
P0009,Toys,Toys,,60,80
P0010,Groceries,Groceries,,283,108
P0011,Electronics,Electronics,,28,23
P0012,Electronics,Electronics,,12,50
P0013,Furniture,Furniture,,272,137
P0014,Toys,Toys,,239,125
P0015,Electronics,Electronics,,30,146
P0016,Furniture,Furniture,,36,161
P0017,Electronics,Electronics,,69,101
P0018,Electronics,Electronics,,308,95
P0019,Clothing,Clothing,,41,34
P0020,Furniture,Furniture,,47,114
P0001,Groceries,Groceries,,15,188
P0002,Toys,Toys,,262,168
P0003,Groceries,Groceries,,64,62
P0004,Furniture,Furniture,,39,47
P0005,Groceries,Groceries,,243,25
P0006,Clothing,Clothing,,327,87
P0007,Furniture,Furniture,,65,185
P0008,Furniture,Furniture,,9,142
P0009,Clothing,Clothing,,204,67
P0010,Clothing,Clothing,,281,156
P0011,Toys,Toys,,271,75
P0012,Clothing,Clothing,,56,146
P0013,Groceries,Groceries,,189,149
P0014,Clothing,Clothing,,191,196
P0015,Electronics,Electronics,,61,91
P0016,Clothing,Clothing,,66,192
P0017,Groceries,Groceries,,321,26
P0018,Groceries,Groceries,,94,139
P0019,Clothing,Clothing,,23,30
P0020,Toys,Toys,,339,166
P0001,Groceries,Groceries,,92,39
P0002,Toys,Toys,,32,104
P0003,Toys,Toys,,372,92
P0004,Toys,Toys,,131,193
P0005,Toys,Toys,,317,90
P0006,Toys,Toys,,86,54
P0007,Electronics,Electronics,,128,102
P0008,Electronics,Electronics,,117,161
P0009,Toys,Toys,,60,155
P0010,Furniture,Furniture,,246,82
P0011,Electronics,Electronics,,47,44
P0012,Toys,Toys,,258,122
P0013,Furniture,Furniture,,26,184
P0014,Electronics,Electronics,,28,117
P0015,Electronics,Electronics,,41,138
P0016,Toys,Toys,,323,175
P0017,Furniture,Furniture,,54,185
P0018,Furniture,Furniture,,43,103
P0019,Electronics,Electronics,,130,29
P0020,Electronics,Electronics,,313,153
P0001,Clothing,Clothing,,149,43
P0002,Furniture,Furniture,,93,75
P0003,Groceries,Groceries,,56,107
P0004,Furniture,Furniture,,223,166
P0005,Groceries,Groceries,,18,65
P0006,Electronics,Electronics,,66,101
P0007,Electronics,Electronics,,122,75
P0008,Clothing,Clothing,,195,128
P0009,Furniture,Furniture,,75,143
P0010,Toys,Toys,,42,57
P0011,Electronics,Electronics,,248,71
P0012,Groceries,Groceries,,58,185
P0013,Clothing,Clothing,,156,39
P0014,Groceries,Groceries,,68,130
P0015,Furniture,Furniture,,213,90
P0016,Groceries,Groceries,,58,135
P0017,Toys,Toys,,126,104
P0018,Toys,Toys,,349,129
P0019,Electronics,Electronics,,63,44
P0020,Toys,Toys,,279,44
P0001,Toys,Toys,,322,147
P0002,Toys,Toys,,66,181
P0003,Clothing,Clothing,,41,72
P0004,Clothing,Clothing,,75,108
P0005,Furniture,Furniture,,78,84
P0006,Furniture,Furniture,,247,38
P0007,Groceries,Groceries,,203,109
P0008,Clothing,Clothing,,77,59
P0009,Toys,Toys,,10,60
P0010,Furniture,Furniture,,367,153
P0011,Electronics,Electronics,,13,57
P0012,Toys,Toys,,34,107
P0013,Toys,Toys,,317,113
P0014,Groceries,Groceries,,381,106
P0015,Furniture,Furniture,,38,133
P0016,Clothing,Clothing,,114,50
P0017,Furniture,Furniture,,254,111
P0018,Furniture,Furniture,,204,54
P0019,Groceries,Groceries,,107,180
P0020,Furniture,Furniture,,38,39
P0001,Toys,Toys,,185,67
P0002,Furniture,Furniture,,21,91
P0003,Clothing,Clothing,,15,187
P0004,Furniture,Furniture,,55,37
P0005,Groceries,Groceries,,55,58
P0006,Toys,Toys,,198,182
P0007,Groceries,Groceries,,142,108
P0008,Clothing,Clothing,,30,123
P0009,Furniture,Furniture,,258,48
P0010,Furniture,Furniture,,177,195
P0011,Electronics,Electronics,,104,114
P0012,Electronics,Electronics,,160,180
P0013,Furniture,Furniture,,323,180
P0014,Groceries,Groceries,,278,164
P0015,Furniture,Furniture,,3,68
P0016,Toys,Toys,,201,155
P0017,Electronics,Electronics,,262,89
P0018,Furniture,Furniture,,243,38
P0019,Toys,Toys,,31,122
P0020,Toys,Toys,,41,200
P0001,Furniture,Furniture,,12,104
P0002,Furniture,Furniture,,307,20
P0003,Groceries,Groceries,,72,49
P0004,Groceries,Groceries,,278,177
P0005,Toys,Toys,,146,153
P0006,Furniture,Furniture,,224,116
P0007,Clothing,Clothing,,23,70
P0008,Furniture,Furniture,,104,200
P0009,Groceries,Groceries,,131,124
P0010,Groceries,Groceries,,22,148
P0011,Electronics,Electronics,,331,161
P0012,Clothing,Clothing,,313,67
P0013,Electronics,Electronics,,356,31
P0014,Groceries,Groceries,,134,149
P0015,Electronics,Electronics,,0,48
P0016,Clothing,Clothing,,126,152
P0017,Furniture,Furniture,,406,181
P0018,Furniture,Furniture,,261,101
P0019,Furniture,Furniture,,317,40
P0020,Clothing,Clothing,,43,110
P0001,Electronics,Electronics,,153,102
P0002,Groceries,Groceries,,135,48
P0003,Toys,Toys,,365,186
P0004,Toys,Toys,,52,42
P0005,Groceries,Groceries,,67,51
P0006,Clothing,Clothing,,261,84
P0007,Groceries,Groceries,,233,62
P0008,Electronics,Electronics,,61,167
P0009,Clothing,Clothing,,24,22
P0010,Clothing,Clothing,,228,172
P0011,Furniture,Furniture,,282,184
P0012,Electronics,Electronics,,63,111
P0013,Clothing,Clothing,,216,147
P0014,Groceries,Groceries,,96,109
P0015,Electronics,Electronics,,50,190
P0016,Clothing,Clothing,,150,40
P0017,Furniture,Furniture,,266,196
P0018,Furniture,Furniture,,0,61
P0019,Groceries,Groceries,,128,196
P0020,Clothing,Clothing,,266,132
P0001,Clothing,Clothing,,56,167
P0002,Furniture,Furniture,,140,69
P0003,Furniture,Furniture,,410,72
P0004,Electronics,Electronics,,15,32
P0005,Electronics,Electronics,,64,149
P0006,Furniture,Furniture,,285,124
P0007,Electronics,Electronics,,465,155
P0008,Furniture,Furniture,,19,183
P0009,Groceries,Groceries,,128,89
