date,product,qty,stock,price
2024-12-23,Sugar,0,0,0.85
2024-12-24,Sugar,22,0,15.96
2024-12-25,Sugar,19,0,11.43
2024-12-26,Sugar,13,0,12.75
2024-12-27,Sugar,11,0,0.69
2024-12-28,Sugar,26,0,14.61
2024-12-29,Sugar,29,0,16.52
2024-12-30,Sugar,21,0,16.94
2024-01-01,Soap,16,582,10.87
2024-01-02,Soap,14,568,10.46
2024-01-03,Soap,17,551,9.94
2024-01-04,Soap,29,522,0.76
2024-01-05,Soap,34,488,0.8
2024-01-06,Soap,11,477,5.98
2024-01-07,Soap,9,468,14.99
2024-01-08,Soap,19,449,17.03
2024-01-09,Soap,22,427,9.28
2024-01-10,Soap,20,407,10.51
2024-01-11,Soap,13,394,14.72
2024-01-12,Soap,19,375,12.36
2024-01-13,Soap,12,363,7.7
2024-01-14,Soap,31,332,1.38
2024-01-15,Soap,24,308,7.89
2024-01-16,Soap,18,290,16.71
2024-01-17,Soap,16,274,12.82
2024-01-18,Soap,28,246,2.36
2024-01-19,Soap,6,240,11.19
2024-01-20,Soap,34,206,10.66
2024-01-21,Soap,30,176,15.29
2024-01-22,Soap,10,166,0.79
2024-01-23,Soap,25,141,8.04
2024-01-24,Soap,12,129,13.42
2024-01-25,Soap,10,119,3.59
2024-01-26,Soap,7,112,5.54
2024-01-27,Soap,9,103,15.6
2024-01-28,Soap,35,68,17.13
2024-01-29,Soap,32,36,6.48
2024-01-30,Soap,22,14,8.59
2024-01-31,Soap,13,1,11.98
2024-02-01,Soap,32,0,4.11
2024-02-02,Soap,28,0,17.44
2024-02-03,Soap,22,0,14.62
2024-02-04,Soap,23,0,11.9
2024-02-05,Soap,32,0,3.11
2024-02-06,Soap,5,0,19.19
2024-02-07,Soap,3,0,8.91
2024-02-08,Soap,33,0,12.92
2024-02-09,Soap,39,0,15.09
2024-02-10,Soap,21,0,16.61
2024-02-11,Soap,7,0,9.53
2024-02-12,Soap,27,0,16.56
2024-02-13,Soap,9,0,1.73
2024-02-14,Soap,24,0,9.5
2024-02-15,Soap,24,0,19.67
2024-02-16,Soap,25,0,15.08
2024-02-17,Soap,25,0,3.44
2024-02-18,Soap,18,0,5.65
2024-02-19,Soap,8,0,8.6
2024-02-20,Soap,27,0,15.78
2024-02-21,Soap,22,0,8.87
2024-02-22,Soap,20,0,14.86
2024-02-23,Soap,8,0,9.01
2024-02-24,Soap,14,0,15.09
2024-02-25,Soap,22,0,16.35
2024-02-26,Soap,39,0,6.43
2024-02-27,Soap,10,0,6.7
2024-02-28,Soap,17,0,0.77
2024-02-29,Soap,28,0,2.06
2024-03-01,Soap,11,0,3.09
2024-03-02,Soap,28,0,10.48
2024-03-03,Soap,5,0,8.12
2024-03-04,Soap,7,0,1.85
2024-03-05,Soap,30,0,13.68
2024-03-06,Soap,26,0,3.2
2024-03-07,Soap,33,0,17.43
2024-03-08,Soap,34,0,7.89
2024-03-09,Soap,31,0,12.84
2024-03-10,Soap,7,0,9.65
2024-03-11,Soap,17,0,17.29
2024-03-12,Soap,0,0,9.49
2024-03-13,Soap,20,0,19.01
2024-03-14,Soap,25,0,16.74
2024-03-15,Soap,27,0,2.65
2024-03-16,Soap,17,0,18.54
2024-03-17,Soap,15,0,13.06
2024-03-18,Soap,21,0,19.5
2024-03-19,Soap,20,0,15.08
2024-03-20,Soap,14,0,16.3
2024-03-21,Soap,9,0,1.33
2024-03-22,Soap,16,0,11.8
2024-03-23,Soap,25,0,1.68
2024-03-24,Soap,19,0,13.87
2024-03-25,Soap,4,0,13.87
2024-03-26,Soap,3,0,18.25
2024-03-27,Soap,23,0,17.69
2024-03-28,Soap,21,0,11.9
2024-03-29,Soap,23,0,2.03
2024-03-30,Soap,28,0,14.94
2024-03-31,Soap,21,0,14.2
2024-04-01,Soap,13,0,1.8
2024-04-02,Soap,21,0,12.52
2024-04-03,Soap,19,0,5.3
2024-04-04,Soap,26,0,10.28
2024-04-05,Soap,33,0,19.54
2024-04-06,Soap,11,0,16.1
2024-04-07,Soap,31,0,17.75
2024-04-08,Soap,17,0,4.72
2024-04-09,Soap,17,0,13.98
2024-04-10,Soap,33,0,18.85
2024-04-11,Soap,31,0,15.63
2024-04-12,Soap,17,0,8.99
2024-04-13,Soap,13,0,8.22
2024-04-14,Soap,25,0,6.47
2024-04-15,Soap,22,0,11.26
2024-04-16,Soap,16,0,3.78
2024-04-17,Soap,30,0,9.76
2024-04-18,Soap,19,0,10.83
2024-04-19,Soap,13,0,19.71
2024-04-20,Soap,24,0,4.78
2024-04-21,Soap,10,0,0.9
2024-04-22,Soap,16,0,7.4
2024-04-23,Soap,28,0,6.4
2024-04-24,Soap,21,0,1.99
2024-04-25,Soap,22,0,19.74
2024-04-26,Soap,16,0,16.67
2024-04-27,Soap,17,0,14.28
2024-04-28,Soap,11,0,9.83
2024-04-29,Soap,22,0,15.72
2024-04-30,Soap,11,0,0.56
2024-05-01,Soap,10,0,3.9
2024-05-02,Soap,18,0,19.69
2024-05-03,Soap,28,0,8.22
2024-05-04,Soap,12,0,7.59
2024-05-05,Soap,27,0,4.22
2024-05-06,Soap,25,0,19.84
2024-05-07,Soap,3,0,13.45
2024-05-08,Soap,21,0,15.42
2024-05-09,Soap,11,0,18.84
2024-05-10,Soap,20,0,9.68
2024-05-11,Soap,17,0,13.29
2024-05-12,Soap,34,0,13.33
2024-05-13,Soap,24,0,2.78
2024-05-14,Soap,17,0,14.12
2024-05-15,Soap,21,0,8.61
2024-05-16,Soap,27,0,17.85
2024-05-17,Soap,20,0,16.45
2024-05-18,Soap,33,0,10.5
2024-05-19,Soap,20,0,17.46
2024-05-20,Soap,23,0,18.68
2024-05-21,Soap,19,0,14.96
2024-05-22,Soap,14,0,17.17
2024-05-23,Soap,16,0,3.72
2024-05-24,Soap,19,0,8.43
2024-05-25,Soap,29,0,18.11
2024-05-26,Soap,31,0,11.4
2024-05-27,Soap,34,0,7.74
2024-05-28,Soap,14,0,18.81
2024-05-29,Soap,26,0,17.93
2024-05-30,Soap,29,0,11.68
2024-05-31,Soap,12,0,7.08
2024-06-01,Soap,21,0,10.68
2024-06-02,Soap,6,0,11.98
2024-06-03,Soap,25,0,12.21
2024-06-04,Soap,30,0,1.54
2024-06-05,Soap,9,0,5.67
2024-06-06,Soap,15,0,11.31
2024-06-07,Soap,14,0,5.12
2024-06-08,Soap,12,0,19.0
2024-06-09,Soap,21,0,18.53
2024-06-10,Soap,24,0,15.82
2024-06-11,Soap,25,0,12.5
2024-06-12,Soap,27,0,15.33
2024-06-13,Soap,35,0,18.74
2024-06-14,Soap,20,0,7.83
2024-06-15,Soap,18,0,13.65
2024-06-16,Soap,34,0,15.38
2024-06-17,Soap,21,0,4.92
2024-06-18,Soap,16,0,13.57
2024-06-19,Soap,32,0,2.91
2024-06-20,Soap,18,0,12.71
2024-06-21,Soap,25,0,18.6
2024-06-22,Soap,16,0,19.93
2024-06-23,Soap,25,0,4.7
2024-06-24,Soap,26,0,7.05
2024-06-25,Soap,32,0,18.34
2024-06-26,Soap,18,0,4.19
2024-06-27,Soap,21,0,12.41
2024-06-28,Soap,23,0,4.4
2024-06-29,Soap,20,0,13.2
2024-06-30,Soap,14,0,4.61
2024-07-01,Soap,29,0,16.78
2024-07-02,Soap,21,0,18.58
2024-07-03,Soap,8,0,15.11
2024-07-04,Soap,11,0,8.91
2024-07-05,Soap,18,0,8.66
2024-07-06,Soap,16,0,6.2
2024-07-07,Soap,10,0,1.31
2024-07-08,Soap,11,0,12.92
2024-07-09,Soap,33,0,4.25
2024-07-10,Soap,28,0,6.27
2024-07-11,Soap,31,0,10.37
2024-07-12,Soap,33,0,7.33
2024-07-13,Soap,17,0,9.38
2024-07-14,Soap,25,0,13.72
2024-07-15,Soap,3,0,9.0
2024-07-16,Soap,24,0,15.99
2024-07-17,Soap,14,0,6.61
2024-07-18,Soap,16,0,17.07
2024-07-19,Soap,22,0,18.81
2024-07-20,Soap,20,0,9.33
2024-07-21,Soap,16,0,5.18
2024-07-22,Soap,16,0,14.35
2024-07-23,Soap,12,0,9.25
2024-07-24,Soap,9,0,18.31
2024-07-25,Soap,9,0,3.96
2024-07-26,Soap,26,0,6.24
2024-07-27,Soap,18,0,17.37
2024-07-28,Soap,31,0,5.36
2024-07-29,Soap,25,0,7.46
2024-07-30,Soap,23,0,15.27
2024-07-31,Soap,11,0,2.59
2024-08-01,Soap,11,0,9.08
2024-08-02,Soap,21,0,12.27
2024-08-03,Soap,20,0,17.33
2024-08-04,Soap,16,0,9.97
2024-08-05,Soap,23,0,2.78
2024-08-06,Soap,22,0,3.17
2024-08-07,Soap,21,0,14.81
2024-08-08,Soap,29,0,8.11
2024-08-09,Soap,34,0,7.43
2024-08-10,Soap,20,0,2.56
2024-08-11,Soap,17,0,17.52
2024-08-12,Soap,35,0,8.51
2024-08-13,Soap,21,0,11.43
2024-08-14,Soap,26,0,2.43
2024-08-15,Soap,14,0,1.98
2024-08-16,Soap,14,0,11.91
2024-08-17,Soap,18,0,4.91
2024-08-18,Soap,21,0,14.14
2024-08-19,Soap,22,0,12.53
2024-08-20,Soap,17,0,17.53
2024-08-21,Soap,23,0,15.9
2024-08-22,Soap,23,0,5.3
2024-08-23,Soap,32,0,8.76
2024-08-24,Soap,14,0,3.31
2024-08-25,Soap,26,0,2.76
2024-08-26,Soap,20,0,4.76
2024-08-27,Soap,16,0,19.79
2024-08-28,Soap,11,0,13.93
2024-08-29,Soap,21,0,18.01
2024-08-30,Soap,17,0,17.97
2024-08-31,Soap,21,0,15.98
2024-09-01,Soap,10,0,16.77
2024-09-02,Soap,21,0,7.49
2024-09-03,Soap,21,0,4.06
2024-09-04,Soap,26,0,3.22
2024-09-05,Soap,31,0,15.74
2024-09-06,Soap,23,0,5.88
2024-09-07,Soap,15,0,8.7
2024-09-08,Soap,21,0,12.23
2024-09-09,Soap,18,0,5.37
2024-09-10,Soap,23,0,13.26
2024-09-11,Soap,7,0,18.6
2024-09-12,Soap,28,0,16.97
2024-09-13,Soap,14,0,10.49
2024-09-14,Soap,13,0,15.58
2024-09-15,Soap,20,0,13.14
2024-09-16,Soap,18,0,5.01
2024-09-17,Soap,23,0,1.41
2024-09-18,Soap,21,0,6.73
2024-09-19,Soap,27,0,19.26
2024-09-20,Soap,18,0,9.16
2024-09-21,Soap,21,0,10.99
2024-09-22,Soap,33,0,5.92
2024-09-23,Soap,14,0,11.35
2024-09-24,Soap,12,0,1.07
2024-09-25,Soap,20,0,14.35
2024-09-26,Soap,7,0,2.37
2024-09-27,Soap,12,0,16.81
2024-09-28,Soap,11,0,1.48
2024-09-29,Soap,1,0,6.67
2024-09-30,Soap,14,0,6.07
2024-10-01,Soap,17,0,1.34
2024-10-02,Soap,15,0,15.73
2024-10-03,Soap,10,0,17.93
2024-10-04,Soap,3,0,13.33
2024-10-05,Soap,16,0,15.48
2024-10-06,Soap,17,0,10.26
2024-10-07,Soap,7,0,11.18
2024-10-08,Soap,16,0,5.85
2024-10-09,Soap,18,0,17.74
2024-10-10,Soap,21,0,11.41
2024-10-11,Soap,24,0,14.09
2024-10-12,Soap,26,0,6.82
2024-10-13,Soap,14,0,17.22
2024-10-14,Soap,14,0,16.5
2024-10-15,Soap,11,0,7.95
2024-10-16,Soap,18,0,12.58
2024-10-17,Soap,31,0,19.95
2024-10-18,Soap,18,0,4.23
2024-10-19,Soap,1,0,6.44
2024-10-20,Soap,9,0,4.36
2024-10-21,Soap,19,0,18.38
2024-10-22,Soap,0,0,15.64
2024-10-23,Soap,21,0,9.12
2024-10-24,Soap,11,0,16.05
2024-10-25,Soap,27,0,7.14
2024-10-26,Soap,28,0,16.2
2024-10-27,Soap,15,0,5.08
2024-10-28,Soap,18,0,16.69
2024-10-29,Soap,19,0,5.66
2024-10-30,Soap,22,0,5.96
2024-10-31,Soap,18,0,17.23
2024-11-01,Soap,19,0,14.76
2024-11-02,Soap,11,0,14.11
2024-11-03,Soap,13,0,7.6
2024-11-04,Soap,19,0,1.71
2024-11-05,Soap,20,0,10.94
2024-11-06,Soap,32,0,3.07
2024-11-07,Soap,23,0,10.51
2024-11-08,Soap,10,0,4.82
2024-11-09,Soap,17,0,6.69
2024-11-10,Soap,17,0,2.25
2024-11-11,Soap,18,0,4.27
2024-11-12,Soap,21,0,6.1
2024-11-13,Soap,15,0,5.96
2024-11-14,Soap,29,0,17.48
2024-11-15,Soap,9,0,15.3
2024-11-16,Soap,19,0,14.03
2024-11-17,Soap,34,0,11.28
2024-11-18,Soap,14,0,6.28
2024-11-19,Soap,14,0,18.26
2024-11-20,Soap,33,0,7.26
2024-11-21,Soap,22,0,8.45
2024-11-22,Soap,19,0,16.63
2024-11-23,Soap,19,0,11.9
2024-11-24,Soap,28,0,5.31
2024-11-25,Soap,15,0,19.53
2024-11-26,Soap,9,0,6.58
2024-11-27,Soap,10,0,2.88
2024-11-28,Soap,22,0,17.56
2024-11-29,Soap,13,0,15.92
2024-11-30,Soap,21,0,2.56
2024-12-01,Soap,10,0,1.38
2024-12-02,Soap,23,0,2.1
2024-12-03,Soap,36,0,1.18
2024-12-04,Soap,21,0,2.79
2024-12-05,Soap,0,0,3.8
2024-12-06,Soap,29,0,10.39
2024-12-07,Soap,14,0,12.94
2024-12-08,Soap,6,0,12.57
2024-12-09,Soap,3,0,13.47
2024-12-10,Soap,37,0,0.96
2024-12-11,Soap,20,0,8.88
2024-12-12,Soap,14,0,2.44
2024-12-13,Soap,16,0,12.26
2024-12-14,Soap,6,0,9.68
2024-12-15,Soap,21,0,10.1
2024-12-16,Soap,24,0,15.73
2024-12-17,Soap,11,0,15.93
2024-12-18,Soap,22,0,1.69
2024-12-19,Soap,39,0,6.11
2024-12-20,Soap,25,0,6.81
2024-12-21,Soap,19,0,13.39
2024-12-22,Soap,9,0,13.18
2024-12-23,Soap,26,0,4.64
2024-12-24,Soap,22,0,2.71
2024-12-25,Soap,14,0,19.94
2024-12-26,Soap,22,0,8.52
2024-12-27,Soap,10,0,2.96
2024-12-28,Soap,20,0,16.23
2024-12-29,Soap,17,0,16.92
2024-12-30,Soap,32,0,13.62
2024-01-01,Toothpaste,19,488,10.11
2024-01-02,Toothpaste,29,459,8.26
2024-01-03,Toothpaste,24,435,16.22
2024-01-04,Toothpaste,10,425,0.98
2024-01-05,Toothpaste,22,403,7.57
2024-01-06,Toothpaste,29,374,2.99
2024-01-07,Toothpaste,21,353,16.1
2024-01-08,Toothpaste,27,326,19.89
2024-01-09,Toothpaste,25,301,12.31
2024-01-10,Toothpaste,26,275,12.48
2024-01-11,Toothpaste,16,259,11.83
2024-01-12,Toothpaste,26,233,2.09
2024-01-13,Toothpaste,13,220,18.52
2024-01-14,Toothpaste,13,207,9.13
2024-01-15,Toothpaste,16,191,1.33
2024-01-16,Toothpaste,25,166,16.83
2024-01-17,Toothpaste,22,144,2.98
2024-01-18,Toothpaste,21,123,18.52
2024-01-19,Toothpaste,18,105,9.48
2024-01-20,Toothpaste,3,102,17.94
2024-01-21,Toothpaste,19,83,13.08
2024-01-22,Toothpaste,11,72,17.88
2024-01-23,Toothpaste,11,61,0.77
2024-01-24,Toothpaste,24,37,3.39
2024-01-25,Toothpaste,4,33,2.3
2024-01-26,Toothpaste,30,3,7.99
2024-01-27,Toothpaste,21,0,13.49
2024-01-28,Toothpaste,16,0,3.19
2024-01-29,Toothpaste,0,0,2.08
2024-01-30,Toothpaste,13,0,1.78
2024-01-31,Toothpaste,18,0,17.88
2024-02-01,Toothpaste,4,0,9.79
2024-02-02,Toothpaste,16,0,6.71
2024-02-03,Toothpaste,29,0,12.05
2024-02-04,Toothpaste,19,0,14.05
2024-02-05,Toothpaste,30,0,13.5
2024-02-06,Toothpaste,13,0,2.83
2024-02-07,Toothpaste,7,0,16.18
2024-02-08,Toothpaste,23,0,8.81
2024-02-09,Toothpaste,25,0,15.47
2024-02-10,Toothpaste,28,0,6.5
2024-02-11,Toothpaste,31,0,5.03
2024-02-12,Toothpaste,19,0,4.91
2024-02-13,Toothpaste,29,0,6.0
2024-02-14,Toothpaste,41,0,6.31
2024-02-15,Toothpaste,27,0,13.21
2024-02-16,Toothpaste,13,0,16.73
2024-02-17,Toothpaste,19,0,1.8
2024-02-18,Toothpaste,23,0,1.44
2024-02-19,Toothpaste,23,0,10.7
2024-02-20,Toothpaste,18,0,5.8
2024-02-21,Toothpaste,32,0,13.23
2024-02-22,Toothpaste,7,0,3.5
2024-02-23,Toothpaste,20,0,3.15
2024-02-24,Toothpaste,23,0,17.93
2024-02-25,Toothpaste,14,0,18.86
2024-02-26,Toothpaste,29,0,10.83
2024-02-27,Toothpaste,22,0,19.52
2024-02-28,Toothpaste,21,0,16.75
2024-02-29,Toothpaste,25,0,13.68
2024-03-01,Toothpaste,21,0,6.49
2024-03-02,Toothpaste,26,0,15.91
2024-03-03,Toothpaste,3,0,6.7
2024-03-04,Toothpaste,5,0,16.41
2024-03-05,Toothpaste,27,0,9.6
2024-03-06,Toothpaste,19,0,2.57
2024-03-07,Toothpaste,14,0,2.73
2024-03-08,Toothpaste,22,0,0.5
2024-03-09,Toothpaste,19,0,12.47
2024-03-10,Toothpaste,13,0,8.24
2024-03-11,Toothpaste,37,0,9.38
2024-03-12,Toothpaste,32,0,3.14
2024-03-13,Toothpaste,15,0,4.35
2024-03-14,Toothpaste,15,0,10.74
2024-03-15,Toothpaste,13,0,2.67
2024-03-16,Toothpaste,16,0,3.67
2024-03-17,Toothpaste,25,0,13.67
2024-03-18,Toothpaste,20,0,14.11
2024-03-19,Toothpaste,16,0,4.69
2024-03-20,Toothpaste,19,0,2.42
2024-03-21,Toothpaste,16,0,2.77
2024-03-22,Toothpaste,13,0,10.83
2024-03-23,Toothpaste,11,0,13.73
2024-03-24,Toothpaste,11,0,3.86
2024-03-25,Toothpaste,22,0,17.64
2024-03-26,Toothpaste,28,0,7.75
2024-03-27,Toothpaste,21,0,12.48
2024-03-28,Toothpaste,4,0,9.66
2024-03-29,Toothpaste,22,0,10.3
2024-03-30,Toothpaste,15,0,15.93
2024-03-31,Toothpaste,11,0,18.36
2024-04-01,Toothpaste,8,0,4.31
2024-04-02,Toothpaste,11,0,13.73
2024-04-03,Toothpaste,12,0,12.27
2024-04-04,Toothpaste,7,0,16.13
2024-04-05,Toothpaste,0,0,19.91
2024-04-06,Toothpaste,12,0,0.7
2024-04-07,Toothpaste,24,0,7.17
2024-04-08,Toothpaste,30,0,17.54
2024-04-09,Toothpaste,4,0,12.4
2024-04-10,Toothpaste,26,0,0.97
2024-04-11,Toothpaste,18,0,15.17
2024-04-12,Toothpaste,9,0,18.16
2024-04-13,Toothpaste,16,0,9.1
2024-04-14,Toothpaste,23,0,4.39
2024-04-15,Toothpaste,20,0,1.83
2024-04-16,Toothpaste,6,0,4.75
2024-04-17,Toothpaste,19,0,9.19
2024-04-18,Toothpaste,25,0,0.78
2024-04-19,Toothpaste,24,0,3.71
2024-04-20,Toothpaste,16,0,8.59
2024-04-21,Toothpaste,19,0,0.91
2024-04-22,Toothpaste,17,0,16.48
2024-04-23,Toothpaste,23,0,6.03
2024-04-24,Toothpaste,24,0,16.83
2024-04-25,Toothpaste,2,0,12.69
2024-04-26,Toothpaste,25,0,0.74
2024-04-27,Toothpaste,23,0,5.26
2024-04-28,Toothpaste,14,0,12.16
2024-04-29,Toothpaste,28,0,19.07
2024-04-30,Toothpaste,17,0,17.73
2024-05-01,Toothpaste,13,0,9.75
2024-05-02,Toothpaste,15,0,0.64
2024-05-03,Toothpaste,20,0,10.65
2024-05-04,Toothpaste,16,0,19.89
2024-05-05,Toothpaste,14,0,2.71
2024-05-06,Toothpaste,13,0,18.39
2024-05-07,Toothpaste,24,0,18.1
2024-05-08,Toothpaste,24,0,10.74
2024-05-09,Toothpaste,4,0,11.99
2024-05-10,Toothpaste,15,0,9.36
2024-05-11,Toothpaste,25,0,19.69
2024-05-12,Toothpaste,19,0,16.03
2024-05-13,Toothpaste,26,0,3.74
2024-05-14,Toothpaste,28,0,1.65
2024-05-15,Toothpaste,28,0,1.42
2024-05-16,Toothpaste,27,0,18.6
2024-05-17,Toothpaste,17,0,13.61
2024-05-18,Toothpaste,15,0,3.81
2024-05-19,Toothpaste,18,0,15.44
2024-05-20,Toothpaste,16,0,8.57
2024-05-21,Toothpaste,27,0,0.93
2024-05-22,Toothpaste,34,0,19.78
2024-05-23,Toothpaste,24,0,2.74
2024-05-24,Toothpaste,20,0,10.06
2024-05-25,Toothpaste,9,0,11.96
2024-05-26,Toothpaste,24,0,2.69
2024-05-27,Toothpaste,28,0,9.02
2024-05-28,Toothpaste,14,0,12.74
2024-05-29,Toothpaste,27,0,6.84
2024-05-30,Toothpaste,23,0,13.9
2024-05-31,Toothpaste,38,0,14.92
2024-06-01,Toothpaste,18,0,12.44
2024-06-02,Toothpaste,15,0,14.77
2024-06-03,Toothpaste,26,0,7.76
2024-06-04,Toothpaste,13,0,4.03
2024-06-05,Toothpaste,20,0,19.17
2024-06-06,Toothpaste,22,0,9.46
2024-06-07,Toothpaste,26,0,13.68
2024-06-08,Toothpaste,29,0,1.65
2024-06-09,Toothpaste,35,0,12.84
2024-06-10,Toothpaste,6,0,2.99
2024-06-11,Toothpaste,35,0,8.48
2024-06-12,Toothpaste,9,0,14.75
2024-06-13,Toothpaste,11,0,14.16
2024-06-14,Toothpaste,25,0,7.32
2024-06-15,Toothpaste,21,0,5.25
2024-06-16,Toothpaste,11,0,6.64
2024-06-17,Toothpaste,24,0,4.88
2024-06-18,Toothpaste,18,0,1.34
2024-06-19,Toothpaste,6,0,14.14
2024-06-20,Toothpaste,29,0,8.54
2024-06-21,Toothpaste,13,0,4.32
2024-06-22,Toothpaste,11,0,9.09
2024-06-23,Toothpaste,20,0,6.69
2024-06-24,Toothpaste,12,0,6.72
2024-06-25,Toothpaste,24,0,8.6
2024-06-26,Toothpaste,18,0,2.28
2024-06-27,Toothpaste,22,0,6.71
2024-06-28,Toothpaste,14,0,1.1
2024-06-29,Toothpaste,20,0,14.43
2024-06-30,Toothpaste,12,0,5.45
2024-07-01,Toothpaste,17,0,13.02
2024-07-02,Toothpaste,19,0,2.87
2024-07-03,Toothpaste,5,0,11.97
2024-07-04,Toothpaste,28,0,16.26
2024-07-05,Toothpaste,8,0,12.43
2024-07-06,Toothpaste,11,0,6.88
2024-07-07,Toothpaste,13,0,3.71
2024-07-08,Toothpaste,24,0,8.0
2024-07-09,Toothpaste,15,0,9.0
2024-07-10,Toothpaste,32,0,1.81
2024-07-11,Toothpaste,33,0,16.72
2024-07-12,Toothpaste,24,0,15.57
2024-07-13,Toothpaste,13,0,14.44
2024-07-14,Toothpaste,17,0,7.53
2024-07-15,Toothpaste,20,0,12.29
2024-07-16,Toothpaste,27,0,6.52
2024-07-17,Toothpaste,17,0,6.22
2024-07-18,Toothpaste,13,0,11.37
2024-07-19,Toothpaste,10,0,14.29
2024-07-20,Toothpaste,28,0,17.78
2024-07-21,Toothpaste,24,0,16.41
2024-07-22,Toothpaste,16,0,12.95
2024-07-23,Toothpaste,17,0,6.73
2024-07-24,Toothpaste,5,0,18.28
2024-07-25,Toothpaste,11,0,1.29
2024-07-26,Toothpaste,36,0,18.67
2024-07-27,Toothpaste,21,0,12.6
2024-07-28,Toothpaste,7,0,17.78
2024-07-29,Toothpaste,8,0,3.45
2024-07-30,Toothpaste,16,0,1.56
2024-07-31,Toothpaste,12,0,4.06
2024-08-01,Toothpaste,19,0,12.82
2024-08-02,Toothpaste,23,0,14.66
2024-08-03,Toothpaste,12,0,4.53
2024-08-04,Toothpaste,17,0,6.61
2024-08-05,Toothpaste,10,0,0.63
2024-08-06,Toothpaste,33,0,10.71
2024-08-07,Toothpaste,23,0,6.81
2024-08-08,Toothpaste,24,0,15.42
2024-08-09,Toothpaste,23,0,13.01
2024-08-10,Toothpaste,12,0,1.0
2024-08-11,Toothpaste,21,0,5.71
2024-08-12,Toothpaste,20,0,16.34
2024-08-13,Toothpaste,21,0,9.97
2024-08-14,Toothpaste,13,0,11.15
2024-08-15,Toothpaste,14,0,18.28
2024-08-16,Toothpaste,27,0,2.4
2024-08-17,Toothpaste,16,0,1.55
2024-08-18,Toothpaste,27,0,13.55
2024-08-19,Toothpaste,13,0,6.47
2024-08-20,Toothpaste,13,0,1.74
2024-08-21,Toothpaste,13,0,13.81
2024-08-22,Toothpaste,19,0,5.09
2024-08-23,Toothpaste,27,0,16.16
2024-08-24,Toothpaste,14,0,19.74
2024-08-25,Toothpaste,13,0,13.11
2024-08-26,Toothpaste,21,0,12.69
2024-08-27,Toothpaste,8,0,17.26
2024-08-28,Toothpaste,28,0,19.21
2024-08-29,Toothpaste,19,0,4.29
2024-08-30,Toothpaste,19,0,16.5
2024-08-31,Toothpaste,28,0,8.33
2024-09-01,Toothpaste,31,0,11.77
2024-09-02,Toothpaste,18,0,15.96
2024-09-03,Toothpaste,4,0,19.63
2024-09-04,Toothpaste,13,0,14.26
2024-09-05,Toothpaste,0,0,18.48
2024-09-06,Toothpaste,16,0,3.22
2024-09-07,Toothpaste,13,0,12.43
2024-09-08,Toothpaste,11,0,1.88
2024-09-09,Toothpaste,10,0,7.32
2024-09-10,Toothpaste,16,0,14.06
2024-09-11,Toothpaste,24,0,12.78
2024-09-12,Toothpaste,20,0,19.91
2024-09-13,Toothpaste,22,0,18.27
2024-09-14,Toothpaste,21,0,3.85
2024-09-15,Toothpaste,6,0,3.77
2024-09-16,Toothpaste,15,0,2.88
2024-09-17,Toothpaste,19,0,8.61
2024-09-18,Toothpaste,18,0,9.74
2024-09-19,Toothpaste,14,0,9.3
2024-09-20,Toothpaste,20,0,9.63
2024-09-21,Toothpaste,28,0,8.51
2024-09-22,Toothpaste,23,0,3.18
2024-09-23,Toothpaste,27,0,5.9
2024-09-24,Toothpaste,29,0,6.58
2024-09-25,Toothpaste,26,0,16.99
2024-09-26,Toothpaste,28,0,9.83
2024-09-27,Toothpaste,4,0,17.31
2024-09-28,Toothpaste,21,0,10.5
2024-09-29,Toothpaste,12,0,5.99
2024-09-30,Toothpaste,24,0,14.79
2024-10-01,Toothpaste,25,0,17.59
2024-10-02,Toothpaste,12,0,14.26
2024-10-03,Toothpaste,26,0,6.5
2024-10-04,Toothpaste,19,0,15.01
2024-10-05,Toothpaste,19,0,14.36
2024-10-06,Toothpaste,26,0,18.4
2024-10-07,Toothpaste,13,0,2.61
2024-10-08,Toothpaste,26,0,5.85
2024-10-09,Toothpaste,13,0,12.68
2024-10-10,Toothpaste,19,0,14.91
2024-10-11,Toothpaste,13,0,13.89
2024-10-12,Toothpaste,21,0,15.58
2024-10-13,Toothpaste,21,0,13.6
2024-10-14,Toothpaste,20,0,1.24
2024-10-15,Toothpaste,16,0,16.26
2024-10-16,Toothpaste,25,0,5.95
2024-10-17,Toothpaste,5,0,15.76
2024-10-18,Toothpaste,18,0,17.33
2024-10-19,Toothpaste,27,0,5.71
2024-10-20,Toothpaste,29,0,6.85
2024-10-21,Toothpaste,20,0,19.1
2024-10-22,Toothpaste,20,0,4.11
2024-10-23,Toothpaste,11,0,8.85
2024-10-24,Toothpaste,12,0,19.56
2024-10-25,Toothpaste,3,0,16.25
2024-10-26,Toothpaste,22,0,16.88
2024-10-27,Toothpaste,33,0,7.12
2024-10-28,Toothpaste,29,0,16.96
2024-10-29,Toothpaste,10,0,18.36
2024-10-30,Toothpaste,12,0,6.86
2024-10-31,Toothpaste,27,0,0.9
2024-11-01,Toothpaste,19,0,14.89
2024-11-02,Toothpaste,9,0,3.21
2024-11-03,Toothpaste,13,0,4.64
2024-11-04,Toothpaste,0,0,2.75
2024-11-05,Toothpaste,20,0,0.78
2024-11-06,Toothpaste,30,0,16.16
2024-11-07,Toothpaste,20,0,10.32
2024-11-08,Toothpaste,21,0,17.63
